Date;Country;Sales_308;Market;SegmentMix
2018-07-01;IT;598;147647;4.6424
2018-08-01;IT;313;77429;4.6424
2018-09-01;IT;589;145510;4.6424
2018-10-01;IT;649;160371;4.6424
2018-11-01;IT;607;149875;4.6424
2018-12-01;IT;492;121463;4.6424
2019-01-01;IT;703;174412;4.3199
2019-02-01;IT;727;180518;4.3199
2019-03-01;IT;806;200093;4.3199
2019-04-01;IT;715;177470;4.3199
2019-05-01;IT;804;199407;4.3199
2019-06-01;IT;688;170659;4.3199
2019-07-01;IT;621;154066;4.3199
2019-08-01;IT;299;74285;4.3199
2019-09-01;IT;619;153718;4.3199
2019-10-01;IT;647;160575;4.3199
2019-11-01;IT;577;143138;4.3199
2019-12-01;IT;518;128524;4.3199
2020-01-01;IT;703;174412;4.3199
2020-02-01;IT;727;180518;4.3199
2020-03-01;IT;806;200093;4.3199
2020-04-01;IT;715;177470;4.3199
2020-05-01;IT;804;199407;4.3199
2020-06-01;IT;688;170659;4.3199
2020-07-01;IT;621;154066;4.3199
2020-08-01;IT;299;74285;4.3199
2020-09-01;IT;619;153718;4.3199
2020-10-01;IT;647;160575;4.3199
2020-11-01;IT;577;143138;4.3199
2020-12-01;IT;518;128524;4.3199
2021-01-01;IT;0;109840;4.468
2021-02-01;IT;0;118798;4.468
2021-03-01;IT;0;152712;4.468
2021-04-01;IT;0;135854;4.468
2021-05-01;IT;0;136225;4.468
2021-06-01;IT;0;153769;4.468
2021-07-01;IT;0;121318;4.468
2021-08-01;IT;0;72239;4.468
2021-09-01;IT;0;120237;4.468
2021-10-01;IT;0;127033;4.468
2021-11-01;IT;0;113416;4.468
2021-12-01;IT;0;138560;4.468
2022-01-01;IT;0;121117;4.5522
2022-02-01;IT;0;130995;4.5522
2022-03-01;IT;0;168390;4.5522
2022-04-01;IT;0;149801;4.5522
2022-05-01;IT;0;150211;4.5522
2022-06-01;IT;0;169556;4.5522
2022-07-01;IT;0;133773;4.5522
2022-08-01;IT;0;79655;4.5522
2022-09-01;IT;0;132582;4.5522
2022-10-01;IT;0;140075;4.5522
2022-11-01;IT;0;125060;4.5522
2022-12-01;IT;0;152785;4.5522
2023-01-01;IT;0;122874;4.6707
2023-02-01;IT;0;132895;4.6707
2023-03-01;IT;0;170833;4.6707
2023-04-01;IT;0;151975;4.6707
2023-05-01;IT;0;152390;4.6707
2023-06-01;IT;0;172016;4.6707
2023-07-01;IT;0;135714;4.6707
2023-08-01;IT;0;80811;4.6707
2023-09-01;IT;0;134505;4.6707
2023-10-01;IT;0;142108;4.6707
2023-11-01;IT;0;126875;4.6707
2023-12-01;IT;0;155002;4.6707
2024-01-01;IT;0;128074;5.0518
2024-02-01;IT;0;138519;5.0518
2024-03-01;IT;0;178062;5.0518
2024-04-01;IT;0;158406;5.0518
2024-05-01;IT;0;158838;5.0518
2024-06-01;IT;0;179295;5.0518
2024-07-01;IT;0;141457;5.0518
2024-08-01;IT;0;84230;5.0518
2024-09-01;IT;0;140197;5.0518
2024-10-01;IT;0;148120;5.0518
2024-11-01;IT;0;132243;5.0518
2024-12-01;IT;0;161560;5.0518
2025-01-01;IT;0;129977;4.8651
2025-02-01;IT;0;140578;4.8651
2025-03-01;IT;0;180709;4.8651
2025-04-01;IT;0;160760;4.8651
2025-05-01;IT;0;161199;4.8651
2025-06-01;IT;0;181960;4.8651
2025-07-01;IT;0;143560;4.8651
2025-08-01;IT;0;85483;4.8651
2025-09-01;IT;0;142281;4.8651
2025-10-01;IT;0;150322;4.8651
2025-11-01;IT;0;134209;4.8651
2025-12-01;IT;0;163962;4.8651
2026-01-01;IT;0;127707;4.7377
2026-02-01;IT;0;138123;4.7377
2026-03-01;IT;0;177553;4.7377
2026-04-01;IT;0;157953;4.7377
2026-05-01;IT;0;158384;4.7377
2026-06-01;IT;0;178782;4.7377
2026-07-01;IT;0;141052;4.7377
2026-08-01;IT;0;83990;4.7377
2026-09-01;IT;0;139796;4.7377
2026-10-01;IT;0;147697;4.7377
2026-11-01;IT;0;131865;4.7377
2026-12-01;IT;0;161099;4.7377
2027-01-01;IT;0;125071;4.9782
2027-02-01;IT;0;135271;4.9782
2027-03-01;IT;0;173888;4.9782
2027-04-01;IT;0;154692;4.9782
2027-05-01;IT;0;155115;4.9782
2027-06-01;IT;0;175092;4.9782
2027-07-01;IT;0;138141;4.9782
2027-08-01;IT;0;82256;4.9782
2027-09-01;IT;0;136910;4.9782
2027-10-01;IT;0;144648;4.9782
2027-11-01;IT;0;129143;4.9782
2027-12-01;IT;0;157773;4.9782
