Date;Country;Sales_C3;Market;SegmentMix
2022-03-01;FR;0;190075;20.5248
2022-04-01;FR;0;169093;20.5248
2022-05-01;FR;0;169555;20.5248
2022-06-01;FR;0;191391;20.5248
2022-07-01;FR;0;151000;20.5248
2022-08-01;FR;0;89913;20.5248
2022-09-01;FR;0;149655;20.5248
2022-10-01;FR;0;158114;20.5248
2022-11-01;FR;0;141165;20.5248
2022-12-01;FR;0;172461;20.5248
2023-01-01;FR;0;137293;19.5965
2023-02-01;FR;0;148490;19.5965
2023-03-01;FR;0;190879;19.5965
2023-04-01;FR;0;169808;19.5965
2023-05-01;FR;0;170272;19.5965
2023-06-01;FR;0;192201;19.5965
2023-07-01;FR;0;151639;19.5965
2023-08-01;FR;0;90294;19.5965
2023-09-01;FR;0;150289;19.5965
2023-10-01;FR;0;158783;19.5965
2023-11-01;FR;0;141763;19.5965
2023-12-01;FR;0;173190;19.5965
2024-01-01;FR;0;138142;20.0984
2024-02-01;FR;0;149408;20.0984
2024-03-01;FR;0;192060;20.0984
2024-04-01;FR;0;170859;20.0984
2024-05-01;FR;0;171326;20.0984
2024-06-01;FR;0;193390;20.0984
2024-07-01;FR;0;152578;20.0984
2024-08-01;FR;0;90852;20.0984
2024-09-01;FR;0;151218;20.0984
2024-10-01;FR;0;159765;20.0984
2024-11-01;FR;0;142640;20.0984
2024-12-01;FR;0;174262;20.0984
2025-01-01;FR;0;133156;21.2914
2025-02-01;FR;0;144015;21.2914
2025-03-01;FR;0;185127;21.2914
2025-04-01;FR;0;164691;21.2914
2025-05-01;FR;0;165141;21.2914
2025-06-01;FR;0;186409;21.2914
2025-07-01;FR;0;147070;21.2914
2025-08-01;FR;0;87573;21.2914
2025-09-01;FR;0;145760;21.2914
2025-10-01;FR;0;153998;21.2914
2025-11-01;FR;0;137491;21.2914
2025-12-01;FR;0;167971;21.2914
2026-01-01;FR;0;134759;21.5408
2026-02-01;FR;0;145749;21.5408
2026-03-01;FR;0;187357;21.5408
2026-04-01;FR;0;166675;21.5408
2026-05-01;FR;0;167130;21.5408
2026-06-01;FR;0;188654;21.5408
2026-07-01;FR;0;148841;21.5408
2026-08-01;FR;0;88627;21.5408
2026-09-01;FR;0;147515;21.5408
2026-10-01;FR;0;155853;21.5408
2026-11-01;FR;0;139146;21.5408
2026-12-01;FR;0;169994;21.5408
2027-01-01;FR;0;135045;21.2998
2027-02-01;FR;0;146058;21.2998
2027-03-01;FR;0;187754;21.2998
2027-04-01;FR;0;167028;21.2998
2027-05-01;FR;0;167484;21.2998
2027-06-01;FR;0;189054;21.2998
2027-07-01;FR;0;149156;21.2998
2027-08-01;FR;0;88815;21.2998
2027-09-01;FR;0;147828;21.2998
2027-10-01;FR;0;156183;21.2998
2027-11-01;FR;0;139441;21.2998
2027-12-01;FR;0;170354;21.2998
2007-01-01;GB;936;153912;25.0607
2007-02-01;GB;442;72645;25.0607
2007-03-01;GB;3023;496864;25.0607
2007-04-01;GB;933;153272;25.0607
2007-05-01;GB;1162;190993;25.0607
2007-06-01;GB;1434;235728;25.0607
2007-07-01;GB;955;157043;25.0607
2007-08-01;GB;436;71609;25.0607
2007-09-01;GB;2472;406351;25.0607
2007-10-01;GB;950;156072;25.0607
2007-11-01;GB;983;161598;25.0607
2007-12-01;GB;900;147920;25.0607
2008-01-01;GB;651;136484;24.8518
2008-02-01;GB;307;64419;24.8518
2008-03-01;GB;2103;440603;24.8518
2008-04-01;GB;649;135917;24.8518
2008-05-01;GB;808;169367;24.8518
2008-06-01;GB;998;209036;24.8518
2008-07-01;GB;665;139260;24.8518
2008-08-01;GB;303;63501;24.8518
2008-09-01;GB;1720;360339;24.8518
2008-10-01;GB;661;138399;24.8518
2008-11-01;GB;684;143299;24.8518
2008-12-01;GB;626;131171;24.8518
2009-01-01;GB;404;127726;25.9938
2009-02-01;GB;191;60286;25.9938
2009-03-01;GB;1303;412330;25.9938
2009-04-01;GB;402;127195;25.9938
2009-05-01;GB;501;158498;25.9938
2009-06-01;GB;618;195622;25.9938
2009-07-01;GB;412;130324;25.9938
2009-08-01;GB;188;59426;25.9938
2009-09-01;GB;1066;337216;25.9938
2009-10-01;GB;409;129518;25.9938
2009-11-01;GB;424;134104;25.9938
2009-12-01;GB;388;122754;25.9938
2010-01-01;GB;914;130021;24.3004
2010-02-01;GB;432;61369;24.3004
2010-03-01;GB;2952;419739;24.3004
2010-04-01;GB;911;129481;24.3004
2010-05-01;GB;1135;161346;24.3004
2010-06-01;GB;1400;199137;24.3004
2010-07-01;GB;933;132666;24.3004
2010-08-01;GB;425;60494;24.3004
2010-09-01;GB;2414;343276;24.3004
2010-10-01;GB;927;131845;24.3004
2010-11-01;GB;960;136514;24.3004
2010-12-01;GB;879;124959;24.3004
2011-01-01;GB;739;124285;22.2251
2011-02-01;GB;349;58661;22.2251
2011-03-01;GB;2386;401221;22.2251
2011-04-01;GB;736;123769;22.2251
2011-05-01;GB;917;154228;22.2251
2011-06-01;GB;1132;190352;22.2251
2011-07-01;GB;754;126813;22.2251
2011-08-01;GB;344;57825;22.2251
2011-09-01;GB;1951;328132;22.2251
2011-10-01;GB;749;126029;22.2251
2011-11-01;GB;776;130491;22.2251
2011-12-01;GB;710;119447;22.2251
2012-01-01;GB;633;130902;22.6324
2012-02-01;GB;299;61785;22.6324
2012-03-01;GB;2043;422583;22.6324
2012-04-01;GB;630;130358;22.6324
2012-05-01;GB;785;162440;22.6324
2012-06-01;GB;969;200487;22.6324
2012-07-01;GB;646;133565;22.6324
2012-08-01;GB;294;60904;22.6324
2012-09-01;GB;1671;345602;22.6324
2012-10-01;GB;642;132739;22.6324
2012-11-01;GB;664;137439;22.6324
2012-12-01;GB;608;125806;22.6324
2013-01-01;GB;455;144995;21.645
2013-02-01;GB;215;68437;21.645
2013-03-01;GB;1468;468080;21.645
2013-04-01;GB;453;144393;21.645
2013-05-01;GB;564;179928;21.645
2013-06-01;GB;696;222072;21.645
2013-07-01;GB;464;147945;21.645
2013-08-01;GB;212;67461;21.645
2013-09-01;GB;1200;382810;21.645
2013-10-01;GB;461;147030;21.645
2013-11-01;GB;477;152236;21.645
2013-12-01;GB;437;139351;21.645
2014-01-01;GB;507;158549;20.3636
2014-02-01;GB;239;74834;20.3636
2014-03-01;GB;1635;511834;20.3636
2014-04-01;GB;505;157890;20.3636
2014-05-01;GB;629;196747;20.3636
2014-06-01;GB;776;242830;20.3636
2014-07-01;GB;517;161774;20.3636
2014-08-01;GB;236;73767;20.3636
2014-09-01;GB;1338;418594;20.3636
2014-10-01;GB;514;160774;20.3636
2014-11-01;GB;532;166466;20.3636
2014-12-01;GB;487;152377;20.3636
2015-01-01;GB;446;168605;19.5577
2015-02-01;GB;210;79580;19.5577
2015-03-01;GB;1438;544297;19.5577
2015-04-01;GB;444;167904;19.5577
2015-05-01;GB;553;209226;19.5577
2015-06-01;GB;682;258232;19.5577
2015-07-01;GB;455;172034;19.5577
2015-08-01;GB;207;78445;19.5577
2015-09-01;GB;1176;445143;19.5577
2015-10-01;GB;452;170971;19.5577
2015-11-01;GB;468;177024;19.5577
2015-12-01;GB;428;162041;19.5577
2016-01-01;GB;387;172400;17.4547
2016-02-01;GB;183;81372;17.4547
2016-03-01;GB;1249;556549;17.4547
2016-04-01;GB;385;171684;17.4547
2016-05-01;GB;480;213936;17.4547
2016-06-01;GB;593;264045;17.4547
2016-07-01;GB;395;175907;17.4547
2016-08-01;GB;180;80211;17.4547
2016-09-01;GB;1022;455164;17.4547
2016-10-01;GB;392;174820;17.4547
2016-11-01;GB;406;181009;17.4547
2016-12-01;GB;372;165689;17.4547
2017-01-01;GB;1055;162658;15.811
2017-02-01;GB;498;76773;15.811
2017-03-01;GB;3407;525099;15.811
2017-04-01;GB;1051;161982;15.811
2017-05-01;GB;1310;201847;15.811
2017-06-01;GB;1617;249123;15.811
2017-07-01;GB;1077;165967;15.811
2017-08-01;GB;491;75678;15.811
2017-09-01;GB;2787;429443;15.811
2017-10-01;GB;1070;164941;15.811
2017-11-01;GB;1108;170780;15.811
2017-12-01;GB;1014;156326;15.811
2018-01-01;GB;1067;161502;16.3429
2018-02-01;GB;492;74572;16.3429
2018-03-01;GB;3054;462409;16.3429
2018-04-01;GB;1079;163343;16.3429
2018-05-01;GB;1250;189360;16.3429
2018-06-01;GB;1521;230347;16.3429
2018-07-01;GB;1056;159973;16.3429
2018-08-01;GB;479;72538;16.3429
2018-09-01;GB;2538;384317;16.3429
2018-10-01;GB;1065;161300;16.3429
2018-11-01;GB;1056;159873;16.3429
2018-12-01;GB;975;147615;16.3429
2019-01-01;GB;965;157740;15.2201
2019-02-01;GB;446;72838;15.2201
2019-03-01;GB;2765;451995;15.2201
2019-04-01;GB;972;158869;15.2201
2019-05-01;GB;1127;184178;15.2201
2019-06-01;GB;1319;215531;15.2201
2019-07-01;GB;994;162495;15.2201
2019-08-01;GB;421;68777;15.2201
2019-09-01;GB;2343;383062;15.2201
2019-10-01;GB;959;156797;15.2201
2019-11-01;GB;930;151998;15.2201
2019-12-01;GB;898;146861;15.2201
2020-01-01;GB;965;157740;15.2201
2020-02-01;GB;446;72838;15.2201
2020-03-01;GB;2765;451995;15.2201
2020-04-01;GB;972;158869;15.2201
2020-05-01;GB;1127;184178;15.2201
2020-06-01;GB;1319;215531;15.2201
2020-07-01;GB;994;162495;15.2201
2020-08-01;GB;421;68777;15.2201
2020-09-01;GB;2343;383062;15.2201
2020-10-01;GB;959;156797;15.2201
2020-11-01;GB;930;151998;15.2201
2020-12-01;GB;898;146861;15.2201
2021-01-01;GB;0;136568;14.0895
2021-02-01;GB;0;147706;14.0895
2021-03-01;GB;0;189871;14.0895
2021-04-01;GB;0;168912;14.0895
2021-05-01;GB;0;169373;14.0895
2021-06-01;GB;0;191186;14.0895
2021-07-01;GB;0;150839;14.0895
2021-08-01;GB;0;89817;14.0895
2021-09-01;GB;0;149495;14.0895
2021-10-01;GB;0;157944;14.0895
2021-11-01;GB;0;141014;14.0895
2021-12-01;GB;0;172276;14.0895
2022-01-01;GB;0;161685;13.7169
2022-02-01;GB;0;174871;13.7169
2022-03-01;GB;0;224791;13.7169
2022-04-01;GB;0;199977;13.7169
2022-05-01;GB;0;200523;13.7169
2022-06-01;GB;0;226348;13.7169
2022-07-01;GB;0;178580;13.7169
2022-08-01;GB;0;106335;13.7169
2022-09-01;GB;0;176989;13.7169
2022-10-01;GB;0;186993;13.7169
2022-11-01;GB;0;166948;13.7169
2022-12-01;GB;0;203960;13.7169
2023-01-01;GB;0;165639;13.4514
2023-02-01;GB;0;179147;13.4514
2023-03-01;GB;0;230289;13.4514
2023-04-01;GB;0;204868;13.4514
2023-05-01;GB;0;205427;13.4514
2023-06-01;GB;0;231884;13.4514
2023-07-01;GB;0;182947;13.4514
2023-08-01;GB;0;108936;13.4514
2023-09-01;GB;0;181318;13.4514
2023-10-01;GB;0;191566;13.4514
2023-11-01;GB;0;171031;13.4514
2023-12-01;GB;0;208948;13.4514
2024-01-01;GB;0;169813;14.4723
2024-02-01;GB;0;183662;14.4723
2024-03-01;GB;0;236092;14.4723
2024-04-01;GB;0;210030;14.4723
2024-05-01;GB;0;210604;14.4723
2024-06-01;GB;0;237727;14.4723
2024-07-01;GB;0;187557;14.4723
2024-08-01;GB;0;111681;14.4723
2024-09-01;GB;0;185887;14.4723
2024-10-01;GB;0;196393;14.4723
2024-11-01;GB;0;175341;14.4723
2024-12-01;GB;0;214213;14.4723
2025-01-01;GB;0;167177;14.6053
2025-02-01;GB;0;180811;14.6053
2025-03-01;GB;0;232427;14.6053
2025-04-01;GB;0;206769;14.6053
2025-05-01;GB;0;207334;14.6053
2025-06-01;GB;0;234037;14.6053
2025-07-01;GB;0;184646;14.6053
2025-08-01;GB;0;109947;14.6053
2025-09-01;GB;0;183001;14.6053
2025-10-01;GB;0;193344;14.6053
2025-11-01;GB;0;172619;14.6053
2025-12-01;GB;0;210888;14.6053
2026-01-01;GB;0;171058;13.9757
2026-02-01;GB;0;185008;13.9757
2026-03-01;GB;0;237823;13.9757
2026-04-01;GB;0;211570;13.9757
2026-05-01;GB;0;212148;13.9757
2026-06-01;GB;0;239470;13.9757
2026-07-01;GB;0;188932;13.9757
2026-08-01;GB;0;112500;13.9757
2026-09-01;GB;0;187249;13.9757
2026-10-01;GB;0;197833;13.9757
2026-11-01;GB;0;176627;13.9757
2026-12-01;GB;0;215783;13.9757
2027-01-01;GB;0;169813;13.9831
2027-02-01;GB;0;183662;13.9831
2027-03-01;GB;0;236092;13.9831
2027-04-01;GB;0;210030;13.9831
2027-05-01;GB;0;210604;13.9831
2027-06-01;GB;0;237727;13.9831
2027-07-01;GB;0;187557;13.9831
2027-08-01;GB;0;111681;13.9831
2027-09-01;GB;0;185887;13.9831
2027-10-01;GB;0;196393;13.9831
2027-11-01;GB;0;175341;13.9831
2027-12-01;GB;0;214213;13.9831
2007-01-01;IT;4476;220316;30.7537
2007-02-01;IT;4773;234911;30.7537
2007-03-01;IT;5835;287170;30.7537
2007-04-01;IT;4268;210044;30.7537
2007-05-01;IT;5336;262638;30.7537
2007-06-01;IT;4806;236547;30.7537
2007-07-01;IT;3808;187432;30.7537
2007-08-01;IT;2073;102045;30.7537
2007-09-01;IT;4077;200639;30.7537
2007-10-01;IT;4129;203221;30.7537
2007-11-01;IT;4022;197976;30.7537
2007-12-01;IT;3063;150776;30.7537
2008-01-01;IT;4095;191021;27.0842
2008-02-01;IT;4367;203676;27.0842
2008-03-01;IT;5338;248986;27.0842
2008-04-01;IT;3904;182115;27.0842
2008-05-01;IT;4882;227716;27.0842
2008-06-01;IT;4397;205094;27.0842
2008-07-01;IT;3484;162510;27.0842
2008-08-01;IT;1897;88476;27.0842
2008-09-01;IT;3730;173961;27.0842
2008-10-01;IT;3778;176200;27.0842
2008-11-01;IT;3680;171652;27.0842
2008-12-01;IT;2803;130728;27.0842
2009-01-01;IT;3847;190764;29.4499
2009-02-01;IT;4101;203402;29.4499
2009-03-01;IT;5014;248651;29.4499
2009-04-01;IT;3667;181870;29.4499
2009-05-01;IT;4586;227410;29.4499
2009-06-01;IT;4130;204818;29.4499
2009-07-01;IT;3272;162292;29.4499
2009-08-01;IT;1782;88357;29.4499
2009-09-01;IT;3503;173727;29.4499
2009-10-01;IT;3548;175963;29.4499
2009-11-01;IT;3457;171421;29.4499
2009-12-01;IT;2632;130553;29.4499
2010-01-01;IT;4254;173293;29.6696
2010-02-01;IT;4536;184773;29.6696
2010-03-01;IT;5545;225879;29.6696
2010-04-01;IT;4056;165214;29.6696
2010-05-01;IT;5072;206582;29.6696
2010-06-01;IT;4568;186060;29.6696
2010-07-01;IT;3619;147428;29.6696
2010-08-01;IT;1971;80265;29.6696
2010-09-01;IT;3874;157816;29.6696
2010-10-01;IT;3924;159847;29.6696
2010-11-01;IT;3823;155721;29.6696
2010-12-01;IT;2912;118596;29.6696
2011-01-01;IT;2994;154520;25.9993
2011-02-01;IT;3192;164756;25.9993
2011-03-01;IT;3903;201409;25.9993
2011-04-01;IT;2855;147315;25.9993
2011-05-01;IT;3569;184203;25.9993
2011-06-01;IT;3215;165904;25.9993
2011-07-01;IT;2547;131457;25.9993
2011-08-01;IT;1387;71570;25.9993
2011-09-01;IT;2727;140719;25.9993
2011-10-01;IT;2762;142530;25.9993
2011-11-01;IT;2691;138852;25.9993
2011-12-01;IT;2049;105748;25.9993
2012-01-01;IT;2588;123940;24.4987
2012-02-01;IT;2760;132150;24.4987
2012-03-01;IT;3374;161549;24.4987
2012-04-01;IT;2467;118161;24.4987
2012-05-01;IT;3085;147748;24.4987
2012-06-01;IT;2779;133070;24.4987
2012-07-01;IT;2202;105441;24.4987
2012-08-01;IT;1199;57406;24.4987
2012-09-01;IT;2357;112870;24.4987
2012-10-01;IT;2387;114323;24.4987
2012-11-01;IT;2326;111372;24.4987
2012-12-01;IT;1771;84820;24.4987
2013-01-01;IT;1580;115247;22.8503
2013-02-01;IT;1685;122881;22.8503
2013-03-01;IT;2060;150218;22.8503
2013-04-01;IT;1507;109873;22.8503
2013-05-01;IT;1884;137385;22.8503
2013-06-01;IT;1697;123737;22.8503
2013-07-01;IT;1344;98045;22.8503
2013-08-01;IT;732;53379;22.8503
2013-09-01;IT;1439;104954;22.8503
2013-10-01;IT;1458;106304;22.8503
2013-11-01;IT;1420;103561;22.8503
2013-12-01;IT;1081;78871;22.8503
2014-01-01;IT;1543;120194;21.4424
2014-02-01;IT;1646;128156;21.4424
2014-03-01;IT;2012;156666;21.4424
2014-04-01;IT;1471;114590;21.4424
2014-05-01;IT;1840;143283;21.4424
2014-06-01;IT;1657;129049;21.4424
2014-07-01;IT;1313;102254;21.4424
2014-08-01;IT;715;55671;21.4424
2014-09-01;IT;1405;109459;21.4424
2014-10-01;IT;1424;110868;21.4424
2014-11-01;IT;1387;108006;21.4424
2014-12-01;IT;1056;82256;21.4424
2015-01-01;IT;1764;139203;20.9867
2015-02-01;IT;1881;148425;20.9867
2015-03-01;IT;2299;181444;20.9867
2015-04-01;IT;1681;132713;20.9867
2015-05-01;IT;2103;165944;20.9867
2015-06-01;IT;1894;149458;20.9867
2015-07-01;IT;1500;118426;20.9867
2015-08-01;IT;817;64475;20.9867
2015-09-01;IT;1606;126771;20.9867
2015-10-01;IT;1627;128402;20.9867
2015-11-01;IT;1585;125088;20.9867
2015-12-01;IT;1207;95266;20.9867
2016-01-01;IT;2117;161290;19.2002
2016-02-01;IT;2257;171975;19.2002
2016-03-01;IT;2759;210233;19.2002
2016-04-01;IT;2018;153770;19.2002
2016-05-01;IT;2524;192273;19.2002
2016-06-01;IT;2273;173172;19.2002
2016-07-01;IT;1801;137216;19.2002
2016-08-01;IT;981;74705;19.2002
2016-09-01;IT;1928;146885;19.2002
2016-10-01;IT;1953;148775;19.2002
2016-11-01;IT;1902;144935;19.2002
2016-12-01;IT;1449;110381;19.2002
2017-01-01;IT;3709;174153;18.8486
2017-02-01;IT;3954;185690;18.8486
2017-03-01;IT;4834;226999;18.8486
2017-04-01;IT;3536;166033;18.8486
2017-05-01;IT;4421;207607;18.8486
2017-06-01;IT;3982;186983;18.8486
2017-07-01;IT;3155;148159;18.8486
2017-08-01;IT;1718;80663;18.8486
2017-09-01;IT;3377;158599;18.8486
2017-10-01;IT;3421;160640;18.8486
2017-11-01;IT;3333;156494;18.8486
2017-12-01;IT;2538;119184;18.8486
2018-01-01;IT;3713;174219;18.0618
2018-02-01;IT;3825;179501;18.0618
2018-03-01;IT;4444;208549;18.0618
2018-04-01;IT;3587;168319;18.0618
2018-05-01;IT;4242;199055;18.0618
2018-06-01;IT;3808;178700;18.0618
2018-07-01;IT;3146;147647;18.0618
2018-08-01;IT;1650;77429;18.0618
2018-09-01;IT;3101;145510;18.0618
2018-10-01;IT;3418;160371;18.0618
2018-11-01;IT;3194;149875;18.0618
2018-12-01;IT;2588;121463;18.0618
2019-01-01;IT;3704;174412;15.5159
2019-02-01;IT;3833;180518;15.5159
2019-03-01;IT;4249;200093;15.5159
2019-04-01;IT;3769;177470;15.5159
2019-05-01;IT;4234;199407;15.5159
2019-06-01;IT;3624;170659;15.5159
2019-07-01;IT;3272;154066;15.5159
2019-08-01;IT;1577;74285;15.5159
2019-09-01;IT;3264;153718;15.5159
2019-10-01;IT;3410;160575;15.5159
2019-11-01;IT;3040;143138;15.5159
2019-12-01;IT;2729;128524;15.5159
2020-01-01;IT;3704;174412;15.5159
2020-02-01;IT;3833;180518;15.5159
2020-03-01;IT;4249;200093;15.5159
2020-04-01;IT;3769;177470;15.5159
2020-05-01;IT;4234;199407;15.5159
2020-06-01;IT;3624;170659;15.5159
2020-07-01;IT;3272;154066;15.5159
2020-08-01;IT;1577;74285;15.5159
2020-09-01;IT;3264;153718;15.5159
2020-10-01;IT;3410;160575;15.5159
2020-11-01;IT;3040;143138;15.5159
2020-12-01;IT;2729;128524;15.5159
2021-01-01;IT;0;109840;18.5605
2021-02-01;IT;0;118798;18.5605
2021-03-01;IT;0;152712;18.5605
2021-04-01;IT;0;135854;18.5605
2021-05-01;IT;0;136225;18.5605
2021-06-01;IT;0;153769;18.5605
2021-07-01;IT;0;121318;18.5605
2021-08-01;IT;0;72239;18.5605
2021-09-01;IT;0;120237;18.5605
2021-10-01;IT;0;127033;18.5605
2021-11-01;IT;0;113416;18.5605
2021-12-01;IT;0;138560;18.5605
2022-01-01;IT;0;121117;19.0964
2022-02-01;IT;0;130995;19.0964
2022-03-01;IT;0;168390;19.0964
2022-04-01;IT;0;149801;19.0964
2022-05-01;IT;0;150211;19.0964
2022-06-01;IT;0;169556;19.0964
2022-07-01;IT;0;133773;19.0964
2022-08-01;IT;0;79655;19.0964
2022-09-01;IT;0;132582;19.0964
2022-10-01;IT;0;140075;19.0964
2022-11-01;IT;0;125060;19.0964
2022-12-01;IT;0;152785;19.0964
2023-01-01;IT;0;122874;19.8665
2023-02-01;IT;0;132895;19.8665
2023-03-01;IT;0;170833;19.8665
2023-04-01;IT;0;151975;19.8665
2023-05-01;IT;0;152390;19.8665
2023-06-01;IT;0;172016;19.8665
2023-07-01;IT;0;135714;19.8665
2023-08-01;IT;0;80811;19.8665
2023-09-01;IT;0;134505;19.8665
2023-10-01;IT;0;142108;19.8665
2023-11-01;IT;0;126875;19.8665
2023-12-01;IT;0;155002;19.8665
2024-01-01;IT;0;128074;22.8338
2024-02-01;IT;0;138519;22.8338
2024-03-01;IT;0;178062;22.8338
2024-04-01;IT;0;158406;22.8338
2024-05-01;IT;0;158838;22.8338
2024-06-01;IT;0;179295;22.8338
2024-07-01;IT;0;141457;22.8338
2024-08-01;IT;0;84230;22.8338
2024-09-01;IT;0;140197;22.8338
2024-10-01;IT;0;148120;22.8338
2024-11-01;IT;0;132243;22.8338
2024-12-01;IT;0;161560;22.8338
2025-01-01;IT;0;129977;26.4583
2025-02-01;IT;0;140578;26.4583
2025-03-01;IT;0;180709;26.4583
2025-04-01;IT;0;160760;26.4583
2025-05-01;IT;0;161199;26.4583
2025-06-01;IT;0;181960;26.4583
2025-07-01;IT;0;143560;26.4583
2025-08-01;IT;0;85483;26.4583
2025-09-01;IT;0;142281;26.4583
2025-10-01;IT;0;150322;26.4583
2025-11-01;IT;0;134209;26.4583
2025-12-01;IT;0;163962;26.4583
2026-01-01;IT;0;127707;25.2594
2026-02-01;IT;0;138123;25.2594
2026-03-01;IT;0;177553;25.2594
2026-04-01;IT;0;157953;25.2594
2026-05-01;IT;0;158384;25.2594
2026-06-01;IT;0;178782;25.2594
2026-07-01;IT;0;141052;25.2594
2026-08-01;IT;0;83990;25.2594
2026-09-01;IT;0;139796;25.2594
2026-10-01;IT;0;147697;25.2594
2026-11-01;IT;0;131865;25.2594
2026-12-01;IT;0;161099;25.2594
2027-01-01;IT;0;125071;24.5678
2027-02-01;IT;0;135271;24.5678
2027-03-01;IT;0;173888;24.5678
2027-04-01;IT;0;154692;24.5678
2027-05-01;IT;0;155115;24.5678
2027-06-01;IT;0;175092;24.5678
2027-07-01;IT;0;138141;24.5678
2027-08-01;IT;0;82256;24.5678
2027-09-01;IT;0;136910;24.5678
2027-10-01;IT;0;144648;24.5678
2027-11-01;IT;0;129143;24.5678
2027-12-01;IT;0;157773;24.5678
