Date;Country;Sales_2008;Market;SegmentMix
2024-09-01;GB;0;185887;14.8001
2024-10-01;GB;0;196393;14.8001
2024-11-01;GB;0;175341;14.8001
2024-12-01;GB;0;214213;14.8001
2025-01-01;GB;0;167177;14.8516
2025-02-01;GB;0;180811;14.8516
2025-03-01;GB;0;232427;14.8516
2025-04-01;GB;0;206769;14.8516
2025-05-01;GB;0;207334;14.8516
2025-06-01;GB;0;234037;14.8516
2025-07-01;GB;0;184646;14.8516
2025-08-01;GB;0;109947;14.8516
2025-09-01;GB;0;183001;14.8516
2025-10-01;GB;0;193344;14.8516
2025-11-01;GB;0;172619;14.8516
2025-12-01;GB;0;210888;14.8516
2026-01-01;GB;0;171058;14.745
2026-02-01;GB;0;185008;14.745
2026-03-01;GB;0;237823;14.745
2026-04-01;GB;0;211570;14.745
2026-05-01;GB;0;212148;14.745
2026-06-01;GB;0;239470;14.745
2026-07-01;GB;0;188932;14.745
2026-08-01;GB;0;112500;14.745
2026-09-01;GB;0;187249;14.745
2026-10-01;GB;0;197833;14.745
2026-11-01;GB;0;176627;14.745
2026-12-01;GB;0;215783;14.745
2027-01-01;GB;0;169813;15.0259
2027-02-01;GB;0;183662;15.0259
2027-03-01;GB;0;236092;15.0259
2027-04-01;GB;0;210030;15.0259
2027-05-01;GB;0;210604;15.0259
2027-06-01;GB;0;237727;15.0259
2027-07-01;GB;0;187557;15.0259
2027-08-01;GB;0;111681;15.0259
2027-09-01;GB;0;185887;15.0259
2027-10-01;GB;0;196393;15.0259
2027-11-01;GB;0;175341;15.0259
2027-12-01;GB;0;214213;15.0259
2013-01-01;IT;598;115247;3.6128
2013-02-01;IT;638;122881;3.6128
2013-03-01;IT;780;150218;3.6128
2013-04-01;IT;570;109873;3.6128
2013-05-01;IT;713;137385;3.6128
2013-06-01;IT;642;123737;3.6128
2013-07-01;IT;509;98045;3.6128
2013-08-01;IT;277;53379;3.6128
2013-09-01;IT;545;104954;3.6128
2013-10-01;IT;552;106304;3.6128
2013-11-01;IT;537;103561;3.6128
2013-12-01;IT;409;78871;3.6128
2014-01-01;IT;1661;120194;5.9563
2014-02-01;IT;1771;128156;5.9563
2014-03-01;IT;2164;156666;5.9563
2014-04-01;IT;1583;114590;5.9563
2014-05-01;IT;1979;143283;5.9563
2014-06-01;IT;1783;129049;5.9563
2014-07-01;IT;1413;102254;5.9563
2014-08-01;IT;769;55671;5.9563
2014-09-01;IT;1512;109459;5.9563
2014-10-01;IT;1532;110868;5.9563
2014-11-01;IT;1492;108006;5.9563
2014-12-01;IT;1136;82256;5.9563
2015-01-01;IT;1797;139203;10.5038
2015-02-01;IT;1916;148425;10.5038
2015-03-01;IT;2342;181444;10.5038
2015-04-01;IT;1713;132713;10.5038
2015-05-01;IT;2142;165944;10.5038
2015-06-01;IT;1929;149458;10.5038
2015-07-01;IT;1529;118426;10.5038
2015-08-01;IT;832;64475;10.5038
2015-09-01;IT;1637;126771;10.5038
2015-10-01;IT;1658;128402;10.5038
2015-11-01;IT;1615;125088;10.5038
2015-12-01;IT;1230;95266;10.5038
2016-01-01;IT;2044;161290;11.535
2016-02-01;IT;2180;171975;11.535
2016-03-01;IT;2665;210233;11.535
2016-04-01;IT;1949;153770;11.535
2016-05-01;IT;2437;192273;11.535
2016-06-01;IT;2195;173172;11.535
2016-07-01;IT;1739;137216;11.535
2016-08-01;IT;947;74705;11.535
2016-09-01;IT;1862;146885;11.535
2016-10-01;IT;1886;148775;11.535
2016-11-01;IT;1837;144935;11.535
2016-12-01;IT;1399;110381;11.535
2017-01-01;IT;2044;174153;12.3135
2017-02-01;IT;2179;185690;12.3135
2017-03-01;IT;2664;226999;12.3135
2017-04-01;IT;1948;166033;12.3135
2017-05-01;IT;2436;207607;12.3135
2017-06-01;IT;2194;186983;12.3135
2017-07-01;IT;1739;148159;12.3135
2017-08-01;IT;947;80663;12.3135
2017-09-01;IT;1861;158599;12.3135
2017-10-01;IT;1885;160640;12.3135
2017-11-01;IT;1836;156494;12.3135
2017-12-01;IT;1399;119184;12.3135
2018-01-01;IT;1996;174219;16.265
2018-02-01;IT;2057;179501;16.265
2018-03-01;IT;2389;208549;16.265
2018-04-01;IT;1928;168319;16.265
2018-05-01;IT;2281;199055;16.265
2018-06-01;IT;2047;178700;16.265
2018-07-01;IT;1692;147647;16.265
2018-08-01;IT;887;77429;16.265
2018-09-01;IT;1667;145510;16.265
2018-10-01;IT;1837;160371;16.265
2018-11-01;IT;1717;149875;16.265
2018-12-01;IT;1392;121463;16.265
2019-01-01;IT;2140;174412;18.4957
2019-02-01;IT;2215;180518;18.4957
2019-03-01;IT;2455;200093;18.4957
2019-04-01;IT;2177;177470;18.4957
2019-05-01;IT;2447;199407;18.4957
2019-06-01;IT;2094;170659;18.4957
2019-07-01;IT;1890;154066;18.4957
2019-08-01;IT;911;74285;18.4957
2019-09-01;IT;1886;153718;18.4957
2019-10-01;IT;1970;160575;18.4957
2019-11-01;IT;1756;143138;18.4957
2019-12-01;IT;1577;128524;18.4957
2020-01-01;IT;2140;174412;18.4957
2020-02-01;IT;2215;180518;18.4957
2020-03-01;IT;2455;200093;18.4957
2020-04-01;IT;2177;177470;18.4957
2020-05-01;IT;2447;199407;18.4957
2020-06-01;IT;2094;170659;18.4957
2020-07-01;IT;1890;154066;18.4957
2020-08-01;IT;911;74285;18.4957
2020-09-01;IT;1886;153718;18.4957
2020-10-01;IT;1970;160575;18.4957
2020-11-01;IT;1756;143138;18.4957
2020-12-01;IT;1577;128524;18.4957
2021-01-01;IT;0;109840;20.7102
2021-02-01;IT;0;118798;20.7102
2021-03-01;IT;0;152712;20.7102
2021-04-01;IT;0;135854;20.7102
2021-05-01;IT;0;136225;20.7102
2021-06-01;IT;0;153769;20.7102
2021-07-01;IT;0;121318;20.7102
2021-08-01;IT;0;72239;20.7102
2021-09-01;IT;0;120237;20.7102
2021-10-01;IT;0;127033;20.7102
2021-11-01;IT;0;113416;20.7102
2021-12-01;IT;0;138560;20.7102
2022-01-01;IT;0;121117;20.7838
2022-02-01;IT;0;130995;20.7838
2022-03-01;IT;0;168390;20.7838
2022-04-01;IT;0;149801;20.7838
2022-05-01;IT;0;150211;20.7838
2022-06-01;IT;0;169556;20.7838
2022-07-01;IT;0;133773;20.7838
2022-08-01;IT;0;79655;20.7838
2022-09-01;IT;0;132582;20.7838
2022-10-01;IT;0;140075;20.7838
2022-11-01;IT;0;125060;20.7838
2022-12-01;IT;0;152785;20.7838
2023-01-01;IT;0;122874;21.9548
2023-02-01;IT;0;132895;21.9548
2023-03-01;IT;0;170833;21.9548
2023-04-01;IT;0;151975;21.9548
2023-05-01;IT;0;152390;21.9548
2023-06-01;IT;0;172016;21.9548
2023-07-01;IT;0;135714;21.9548
2023-08-01;IT;0;80811;21.9548
2023-09-01;IT;0;134505;21.9548
2023-10-01;IT;0;142108;21.9548
2023-11-01;IT;0;126875;21.9548
2023-12-01;IT;0;155002;21.9548
2024-01-01;IT;0;128074;23.4483
2024-02-01;IT;0;138519;23.4483
2024-03-01;IT;0;178062;23.4483
2024-04-01;IT;0;158406;23.4483
2024-05-01;IT;0;158838;23.4483
2024-06-01;IT;0;179295;23.4483
2024-07-01;IT;0;141457;23.4483
2024-08-01;IT;0;84230;23.4483
2024-09-01;IT;0;140197;23.4483
2024-10-01;IT;0;148120;23.4483
2024-11-01;IT;0;132243;23.4483
2024-12-01;IT;0;161560;23.4483
2025-01-01;IT;0;129977;23.478
2025-02-01;IT;0;140578;23.478
2025-03-01;IT;0;180709;23.478
2025-04-01;IT;0;160760;23.478
2025-05-01;IT;0;161199;23.478
2025-06-01;IT;0;181960;23.478
2025-07-01;IT;0;143560;23.478
2025-08-01;IT;0;85483;23.478
2025-09-01;IT;0;142281;23.478
2025-10-01;IT;0;150322;23.478
2025-11-01;IT;0;134209;23.478
2025-12-01;IT;0;163962;23.478
2026-01-01;IT;0;127707;23.3408
2026-02-01;IT;0;138123;23.3408
2026-03-01;IT;0;177553;23.3408
2026-04-01;IT;0;157953;23.3408
2026-05-01;IT;0;158384;23.3408
2026-06-01;IT;0;178782;23.3408
2026-07-01;IT;0;141052;23.3408
2026-08-01;IT;0;83990;23.3408
2026-09-01;IT;0;139796;23.3408
2026-10-01;IT;0;147697;23.3408
2026-11-01;IT;0;131865;23.3408
2026-12-01;IT;0;161099;23.3408
2027-01-01;IT;0;125071;23.7602
2027-02-01;IT;0;135271;23.7602
2027-03-01;IT;0;173888;23.7602
2027-04-01;IT;0;154692;23.7602
2027-05-01;IT;0;155115;23.7602
2027-06-01;IT;0;175092;23.7602
2027-07-01;IT;0;138141;23.7602
2027-08-01;IT;0;82256;23.7602
2027-09-01;IT;0;136910;23.7602
2027-10-01;IT;0;144648;23.7602
2027-11-01;IT;0;129143;23.7602
2027-12-01;IT;0;157773;23.7602
