COUNTRY;CAR_FAMILY;MARKET;SEGMENT;NBCON
DE;offroad;21.49562913762882;13.211531475356015;0
ES;offroad;196.1597378274582;139.0806450659781;0
FR;offroad;395.160851187598;0.0;0
GB;offroad;-44.25086255075426;-88.01103307676314;0
IT;offroad;238.15808529587687;89.84788274076263;0
