COUNTRY;CAR_FAMILY;MARKET;SEGMENT;NBCON
DE;totalproduct;0;0;0
ES;totalproduct;193.6895364718912;141.59801128650167;0
FR;totalproduct;336.0086207456786;0;0
GB;totalproduct;0;0;0
IT;totalproduct;151.77562150888488;81.60714144445706;0
